judul,label,isi_berita,url
Beredar Kartu Anggota Perbakin Terduga Teroris di Mabes Polri,PERISTIWA,"GELORA.CO - Terduga teroris tewas ditembak di Mabes Polri, Jakarta Selatan, Rabu (31/3/2021). Data yang beredar, terduga teroris itu perempuan berusia 25 tahun.Pelaku diketahui berstatus mahasiswa tinggal di kawasan Ciracas, Jakarta Timur. Pelaku berinisial ZA.Selain itu beredar kartu anggota Persatuan Menembak dan Berburu Indonesia (Perbakin) milik pelaku. Indentitas di kartu tersebut sama dengan data identitas pelaku yang beredar di grup whatsapp.Sementara itu, hingga kini polisi belum memberikan keterangan resmi mengenai pelaku. Polisi masih mendalami identitas para pelaku. (*)",https://www.gelora.co/2021/03/beredar-kartu-anggota-perbakin-terduga.html
"Mabes Polri Diserang, Polda Jateng Tak Segan Lumpuhkan Orang Mencurigakan",HANKAM,"GELORA.CO - Polda Jateng meningkatkan keamanan markas pasca adanya penyerangan di Mabes Polri sore tadi. Jika ada orang yang mencurigakan maka akan dilumpuhkan.Kabid Humas Polda Jateng Kombes Iskandar F Sutisna mengatakan pengamanan mako sudah ditingkatkan bersamaan dengan pengamanan tempat ibadah pasca insiden bom di Gereja Katedral Makassar. Kali ini pengamanan tetap diperketat termasuk mengawasi keluar masuk orang di markas kepolisian di Jateng.""Kapolda Jawa Tengah telah menginstruksikan kepada jajaran untuk waspada dan tingkatkan penjagaan mako serta mengawasi setiap orang yang masuk. Kemudian tetap lakukan patroli gabungan TNI/Polri untuk mengamankan tempat ibadah dan keramaian,"" kata Iskandar lewat keterangannya kepada wartawan, Rabu (31/3/2021).Ia menegaskan petugas yang berjaga sudah dilengkapi peralatan untuk menyeleksi orang yang masuk, termasuk juga dilengkapi senjata untuk melakukan tindakan tegas jika diperlukan.""Petugas penjagaan tidak akan segan melumpuhkan bila ada orang yang bertindak mencurigakan masuk lingkungan mako apalagi terhadap pelaku teror yang coba-coba akan melakukan aksinya,"" jelasnya.Iskandar juga mengimbau warga Jateng tidak perlu cemas. Ia juga meminta kerja sama warga untuk memberikan informasi jika ada hal-hal yang mencurigakan.""Diimbau kepada masyarakat Jateng tidak perlu cemas, mari kita bersama-sama melawan terorisme atau menginformasikan kepada pihak kepolisian apabila mengetahui,"" tegasnya.Untuk diketahui, penjagaan di Markas Polda Jateng memang cukup ketat. Tamu maupun warga yang akan meminta pelayanan harus meninggalkan identitas di pos bagian depan untuk ditukar dengan kartu tamu. Tamu juga akan ditanya keperluannya. Selain itu ada juga petugas bersenjata yang berjaga di pos yang ada di sisi kanan gerbang.Diberitakan sebelumnya, Mabes Polri diserang oleh perempuan yang menodongkan pistol ke arah polisi di dalam pos, sore tadi. Perempuan yang diketahui berinisial ZA kelahiran 14 September 1995 itu akhirnya ditembak mati oleh petugas.(dtk)",https://www.gelora.co/2021/03/mabes-polri-diserang-polda-jateng-tak.html
Rumah Terduga Penyerang Mabes Polri Zakiah Aini Digaris Polisi,PERISTIWA,"GELORA.CO -  Perempuan berpistol, Zakiah Aini, menyerang Mabes Polri (Markas Besar Kepolisian Republik Indonesia) di Jakarta. Rumah Zakiah dipasangi garis polisi (police line).Rabu (31/3/2021), rumah Zakiah di kawasan Ciracas, Jakarta Timur (Jaktim) dipasangi police line sekitar pukul 19.50 WIB. Untuk warga tidak berkepentingan dilarang masuk.Polisi sudah bersiaga di sekitar kediaman Zakiah. Aparat yang berjaga membawa senjata laras panjang. Rompi antipelurupun dipakai. Beberapa polisi memakai helm.Pintu depan rumah Zakiah terbuka. Ada personel di dalam rumah. Tampak, polisi sedang menginterogasi keluarga Zakiah.Belum diketahui apakah ada orang yang diamankan dari kediaman Zakiah Perempuan muda ini dikenal tetangga sebagai pribadi tertutup.Kesaksian soal karakter Zakiah disampaikan oleh tetangganya.""Anaknya itu kurang atau nggak pernah bergaul, di dalam rumah terus. Tertutup,"" kata tetangga sebelah rumah Zakia, Bambang Sumarjono (47), di lokasi.Bambang membuka warung di lingkungan ini. Dia mengatakan Zakia tidak pernah membeli sesuatu dari warungnya. Meski begitu, Zakia bukan orang baru di lingkungan ini.""Wah, dari kecil (tinggal di lingkungan ini),"" kata Bambang.Meski Zakia kurang bergaul dengan masyarakat, namun keluarga Zakia berkomunikasi seperti biasa dengan masyarakat sekitar. Zakia sendiri dikatakannya merupakan anak bungsu.Zakia menyerang Mabes Polri di Jakarta Selatan sekitar pukul 16.30 WIB tadi. Zakia menodong-nodongkan pistol ke arah polisi. Akhirnya, dia tewas ditembak polisi.ZA, perempuan berpistol penyerang Mabes Polri, 31 Maret 2021. (Dok Istimewa)ZA, perempuan berpistol penyerang Mabes Polri, 31 Maret 2021. (Dok Istimewa)Kini, situasi di Mabes Polri dipastikan sudah aman. Kapolri Jenderal Listyo Sigit Prabowo mengungkapkan, olah TKP saat ini juga tengah digelar.""Aman, sementara kami olah TKP untuk supaya lebih jelas,"" kata Kapolri Jenderal Listyo Sigit Prabowo kepada detikcom, Rabu (31/3).(dtk)",https://www.gelora.co/2021/03/rumah-terduga-penyerang-mabes-polri.html
Polisi Datangi Rumah Perempuan Berpistol Penyerang Mabes Polri di Ciracas,PERISTIWA,"GELORA.CO - Perempuan berpistol, ZA, menyerang Mabes Polri (Markas Besar Kepolisian Republik Indonesia) di Jakarta Selatan. Polisi pun mendatangi kediamannya.Pantauan detikcom, Rabu (31/3/2021), sekitar pukul 19.35 WIB, ZA tinggal di Ciracas, Jakarta Timur (Jaktim). Polisi sudah bersiaga di sekitar kediaman ZA.Aparat yang berjaga membawa senjata laras panjang. Rompi antipeluru pun dipakai. Beberapa polisi memakai helm.Ada Kapolres Metro Jakarta Timur Kombes Erwin Kurniawan di rumah ZA. Tampak Kombes Erwin berbincang-bincang dengan orang-orang di dalam rumah ZA. Sebagian warga melihat-lihat ke rumah ZA dari kejauhan.Belum diketahui apakah ada orang yang diamankan dari kediaman ZA. Kombes Erwin belum dapat dimintai keterangan.Sebelumnya diberitakan, seorang perempuan tak dikenal menyerang Mabes Polri. Perempuan tersebut menodongkan senjata api ke petugas polisi. Polisi pun kemudian menembak mati perempuan itu.Kini, situasi di Mabes Polri dipastikan sudah aman. Kapolri Jenderal Listyo Sigit Prabowo mengungkapkan, olah TKP saat ini juga tengah digelar.""Aman, sementara kami olah TKP untuk supaya lebih jelas,"" kata Kapolri Jenderal Listyo Sigit Prabowo kepada detikcom, Rabu (31/3). (*)",https://www.gelora.co/2021/03/polisi-datangi-rumah-perempuan.html
Kompolnas Pertanyakan Perempuan Berpistol Bisa Terobos Masuk Mabes Polri,PERISTIWA,"GELORA.CO - Seorang perempuan bersenjata api menyerang Mabes Polri, Jakarta Selatan. Komisi Kepolisian Nasional (Kompolnas) mempertanyakan bagaimana perempuan tersebut bisa menerobos masuk Mabes Polri.""Yang perlu diwaspadai adalah bagaimana proses dia bisa menerobos masuk. Kalau dia perempuan, perlu dilakukan penggeledahan setiap masuk. Pertanyaannya, apakah ada anggota Polwan yang bertugas di situ?"" ujar Ketua Harian Kompolnas Benny Mamoto seperti dikutip dari siaran CNN Indonesia TV, Rabu (31/3/2021).Motif penyerangan pelaku, tutur Benny, belum bisa disimpulkan sebelum polisi mengidentifikasi pelaku. Termasuk apakah pelaku terafiliasi dengan kelompok atau jaringan tertentu atau tidak.""Setelah diidentifikasi siapa dia. Masuk kelompok mana, terafiliasi kelompok mana, baru nanti bisa disimpulkan, lonewolf atau bukan. Ini satu langkah yang perlu kita menunggu dulu,"" kata Benny.Benny mengatakan serangan ke markas polisi beberapa kali terjadi. Serangan-serangan tersebut menyasar mulai polsek, polres, polda, hingga kini Mabes Polri.Benny menambahkan, pada beberapa kasus, serangan itu terjadi karena pelaku geram rekan-rekannya ditangkap aparat. Jika serangan kali ini memang terhubung ke jaringan terorisme, polisi, kata Benny, mesti meningkatkan kewaspadaan.Sebelumnya diberitakan, seorang perempuan tak dikenal menyerang Mabes Polri. Perempuan tersebut menodongkan senjata api ke petugas polisi. Polisi pun kemudian menembak mati perempuan itu.Identitas perempuan ini didapatkan detikcom dari sumber tepercaya, Rabu (31/3/2021). Ternyata, perempuan ini kelahiran tahun 1995 atau termasuk generasi milenial.Perempuan ini berinisial ZA. Dia lahir di Jakarta pada 14 September 1995. Dia berusia 25 tahun dan tewas ditembak polisi karena dia melakukan penyerangan.Dia adalah perempuan lajang, berasal dari Jakarta Timur. Pendidikan terakhirnya adalah SMA/sederajat, dan kini berstatus pelajar/mahasiswa. (*)",https://www.gelora.co/2021/03/kompolnas-pertanyakan-perempuan.html
"Mabes Polri Diserang, Pengamanan Istana Negara Diberlakukan Berlapis",PERISTIWA,"GELORA.CO - Seorang perempuan tidak dikenal menyerang Mabes Polri, Jakarta Selatan. Pasukan Pengamanan Presiden (Paspampres) pun bersiaga mengamankan Istana Negara.""Dua puluh empat jam Paspampres siaga. Tidak pernah menganggap situasi aman,"" kata Danpaspampres Mayjen TNI Agus Subiyanto kepada wartawan, Rabu (31/3/2021).Agus menegaskan Paspampres selalu bersiaga penuh setiap hari. Pengamanan berlapis pun disiapkan untuk mengamankan Istana Negara.""Personel, senjata, K9, kendaraan, panser, melaksanakan pengamanan berlapis. Antisipasi ancaman yang timbul,"" katanya.Sebelumnya diberitakan, seorang perempuan tak dikenal menyerang Mabes Polri. Perempuan tersebut menodongkan senjata api ke petugas polisi. Polisi pun kemudian menembak mati perempuan itu.Kini, situasi di Mabes Polri dipastikan sudah aman. Kapolri Jenderal Listyo Sigit Prabowo mengungkapkan, olah TKP saat ini juga tengah digelar.""Aman, sementara kami olah TKP untuk supaya lebih jelas,"" kata Kapolri Jenderal Listyo Sigit Prabowo kepada detikcom, Rabu (31/3). (*)",https://www.gelora.co/2021/03/mabes-polri-diserang-pengamanan-istana.html
"Perempuan Penyerang Mabes Polri Milenial Kelahiran 1995, Warga Jaktim",PERISTIWA,"GELORA.CO - Perempuan berpistol menyerang Mabes Polri (Markas Besar Kepolisian Republik Indonesia) di Jakarta. Ini identitas perempuan tersebut.Identitas perempuan ini didapatkan detikcom dari sumber terpercaya, Rabu (31/3/2021). Ternyata, perempuan ini kelahiran 1995 atau termasuk generasi milenial.Perempuan ini berinisial ZA, dia lahir di Jakarta pada 14 September 1995. Dia berusia 25 tahun dan tewas ditembak polisi karena dia melakukan penyerangan.Dia adalah perempuan lajang, berasal dari Ciracas, Jakarta Timur. Pendidikan terakhirnya adalah SMA/sederajat, dan kini berstatus pelajar/mahasiswa.Berikut ini identitas ZA:Nama: ZATempat tanggal, lahir: Jakarta, 14 September 1995Jenis kelamin: PerempuanGolongan Darah: OAlamat: Ciracas, Jakarta TimurStatus: belum kawinPendidikan: SMA/sederajatPekerjaan: Pelajar/mahasiswa (*)",https://www.gelora.co/2021/03/perempuan-penyerang-mabes-polri.html
Polisi Cek Identitas Wanita Terduga Teroris yang Tewas Ditembak di Mabes Polri,PERISTIWA,"GELORA.CO - Kadiv Humas Polri Irjen Argo Yuwono menyampaikan, saat ini pihaknya masih mengidentifikasi terduga teroris wanita yang tewas ditembak di halaman Mabes Polri, Jalan Trunojoyo, Jakarta Selatan.“Masih dicek,” kata Kadiv Humas Polri Irjen Argo Yuwono saat dikonfirmasi, Rabu (31/3).Saat ini, Argo tak bisa menyampaikan banyak hal terkait peristiwa ini. Ia mengatakan, masih mengumpulkan data lapangan.“Saya masih cari data, belum ada yang bisa disampaikan,” pungkas Argo.Seorang perempuan berpakaian hitam tewas ditembak aparat kepolisian di dalam area Gedung Mabes Polri, Rabu (31/3).Pantauan Kantor Berita Politik RMOL, di sekitar Gedung Mabes Polri aparat keamanan berpakaian lengkap warna hitam sedang menyisir area markas Korps Bhayangkara.Tampak mobil ambulance sudah siap mengangkut jenazah yang meninggal ditembak.Informasi yang diterima, aparat kepolisian mengidentifikasi ada tiga orang terduga teroris yang ingin melancarkan akainya di Mabes Polri.Selain perempuan yang tewas, ada dua orang yang berhasil menghilangkan jejak. Polisi hingga saat ini terus melakukan penyisiran di seluruh tempat kejadian perkara (TKP).Polisi juga menyisir seluruh orang tak dikenal yang saat ini berada di Mabes Polri. Terkait sosok perempuan yang tertembak, Polisi belum memberikan keterangan lengkap. (*)",https://www.gelora.co/2021/03/polisi-cek-identitas-wanita-terduga.html
Yang Diketahui Sejauh Ini dari Wanita Berpistol Serang Mabes Polri,PERISTIWA,"GELORA.CO - Mabes Polri diserang seorang perempuan yang membawa pistol sore tadi. Berikut hal-hal yang diketahui sejauh ini dari serangan terduga teroris ini.Penyerangan ini terjadi sekitar pukul 16.00 WIB di Markas Besar Polri, Jl Trunojoyo, Jakarta Selatan, Rabu (31/3/2021). Orang tak dikenal masuk ke Mabes Polri, menodongkan senjata api, hingga akhirnya ditembak mati di lokasi.Ada sejumlah fakta yang sudah dikumpulkan sejauh ini soal penyerangan tersebut, ini daftarnya:1. Terduga teroris seorang wanita berjilbab biruBerdasarkan video dan foto yang diterima detikcom, perempuan tersebut mengenakan pakaian panjang berwarna hitam. Jilbab warna biru dikenakan perempuan tersebut.2. Bawa map kuningSaat berjalan di Mabes Polri, perempuan misterius ini membawa map berwarna kuning. Map itu dibawanya dengan tangan kiri.3. Todongkan pistol ke polisiPerempuan itu terlihat langsung menodongkan senjata api kepada petugas yang berada di dalam. Tiga petugas yang keluar untuk mengecek juga ditodong.Perempuan itu tampak terus menodongkan senjata ke dalam dan di depan gedung. Tak diketahui apakah senjata tersebut ditembakkan atau tidak.4. Ditembak matiTak berapa lama, polisi langsung menembak perempuan itu. Asap tampak muncuk di sekitarnya. Perempuan itu pun terlihat langsung tergeletak.5. Kapolri pastikan situasi amanKapolri Jenderal Listyo Sigit Prabowo memastikan situasi kini aman. Polisi melakukan olah TKP.""Aman sementara kami olah TKP untuk supaya lebih jelas,"" kata Kapolri Jenderal Listyo Sigit Prabowo kepada detikcom(dtk)",https://www.gelora.co/2021/03/yang-diketahui-sejauh-ini-dari-wanita.html
"Seorang Perempuan Tewas Tertembak Di Mabes Polri, Aparat Langsung Sisir Sekitar TKP",PERISTIWA,"GELORA.CO - Seorang perempuan berpakaian hitam tewas ditembak aparat kepolisian di dalam area Gedung Mabes Polri, Rabu (31/3).Pantauan Kantor Berita Politik RMOL, Rabu (31/3) di sekitar Gedung Mabes Polri aparat keamanan berpakaian lengkap warna hitam sedang menyisir area markas Korps Bhayangkara.Tampak mobil ambulance sudah siap mengangkut jenazah yang meninggal ditembak.Informasi yang diterima Kantor Berita Politik RMOL, aparat kepolisian mengidentifikasi ada tiga orang terduga teroris yang berhasil masuk ke area Mabes Polri.Selain perempuan yang tewas, ada dua rang yang berhasil menghilangkan jejak.Polisi hingga saat ini terus melakukan penyisiran di seluruh tempat kejadian perkara (TKP).Polisi juga menyisir seluruh orang tak dikenal yang saat ini berada di Mabes Polri.Terkait sosok perempuan yang tertembak, Polisi belum memberikan keterangan lengkap. (RMOL)",https://www.gelora.co/2021/03/seorang-perempuan-tewas-tertembak-di.html
Kesaksian Warga saat Terduga Teroris Ditembak Mati setelah Terobos Mabes Polri,PERISTIWA,"GELORA.CO - Terduga teroris ditembak mati saat nekat menerobos kompleks Mabes Polri di Jalan Trunojoyo, Jakarta Selatan, Rabu (31/3/2021) sore. Peristiwa itu sontak mengagetkan petugas dan warga yang sedang berada di lokasi kejadian.Saksi mata M Iqbal mengaku mendengar beberapa kali suara tembakan di sekitar Mabes Polri. Saat kejadian, Iqbal mengaku sedang berada di lantai 5.""Posisi saya di humas lantai 5 lagi ngopi, saya denger suara tembakan beberapa kali,"" kata salah satu jurnalis itu di Mabes Polri, Selasa (31/3/2021).Detik-detik pelaku masuk kompleks Mabes Polri hingga ambruk setelah diterjang peluru terekam video amatir yang beredar luas.Informasi diperoleh, terduga teroris yang mengenakan gamis itu memasuki komplek Mabes Polri di Jalan Trunojoko, Jakarta Selatan, sekitar pukul 16.30 WIB. Hingga saat ini, belum ada keterangan dari pihak kepolisian terkait penembakan pria tersebut.  (*)",https://www.gelora.co/2021/03/kesaksian-warga-saat-terduga-teroris.html
Penampakan Pistol dan Map Kuning Wanita Penyerang Mabes Polri,PERISTIWA,"GELORA.CO - Seorang wanita terduga teroris tewas ditembak petugas karena menyerang Mabes Polri. Wanita tersebut membawa senjata api jenis pistol.Berdasarkan foto yang diperoleh detikcom, Rabu (31/3/2021), wanita tersebut tampak tergeletak. Di sebelahnya, tampak pistol tergeletak, tepatnya di dekat kaki.Wanita tersebut memakai pakaian hitam. Ada juga map kuning di dekat jasad tersebut.Area kini disterilisasi. Saat dikonfirmasi, Kapolri Jenderal Listyo Sigit Prabowo menyatakan akan memberikan keterangan.""Ya nanti saja,"" kata Sigit ketika dihubungi. (*)",https://www.gelora.co/2021/03/penampakan-pistol-dan-map-kuning-wanita.html
"1 Teroris Masih Bersembunyi, Petugas Sisir Area Mabes Polri",PERISTIWA,"GELORA.CO - Terduga teroris ditembak mati saat menerobos Markas Besar Polri di Jalan Trunojoyo, Jakarta Selatan, sekira pukul 16.30 WIB.Berdasarkan pantauan MNC Portal di lokasi, Rabu (31/3/2021). Sedikitnya ada dua terduga teroris yang menerobos kompleks Polri. Satu teroris berhasil dilumpuhkan, satu lainnya masih diburu dan diduga masih bersembunyi di dalam area Mabes Polri.Hingga saat ini, petugas masih melakukan penyisiran di area Mabes Polri yang dilakukan di tengah hujan deras, dan semua pintu dijaga petugas bersenjata lengkap.Hingga saat ini, belum ada keterangan resmi dari pihak kepolisian terkait dengan penembakan teroris tersebut. (*)",https://www.gelora.co/2021/03/1-teroris-masih-bersembunyi-petugas.html
Terduga Teroris yang Ditembak Mati di Mabes Polri Seorang Perempuan,PERISTIWA,"GELORA.CO - Terduga teroris yang menerobos Mabes Polri, Jakarta Selatan, Jalan Trunojoyo, Rabu (31/3/2021) petang, seorang perempuan.Hal itu terlihat dari video yang ditayangkan Kompas TV.Perempuan itu mengenakan kerudung warna biru, memakai rok panjang hitam, dan salah satu tangannya memegang sebuah benda terbungkus, yang ternyata pitol yang sempat ia tembakkan beberapa kali ke arah Gedung Mabes Polri.Sebelumnya, terduga teroris dikabarkan menerobos Mabes Polri, Jakarta Selatan, Jalan Trunojoyo, Rabu (31/3/2021) petang.Satu orang ditembak mati oleh polisi dalam peristiwa itu.Berdasarkan video amatir yang disiarkan Kompas TV, terduga teroris yang tewas itu berpakaian hitam.Sempat terdengar baku tembak di lokasi kejadian. (*)",https://www.gelora.co/2021/03/terduga-teroris-yang-ditembak-mati-di.html
"Orang Tak Dikenal Serang Mabes Polri, Ditembak Petugas",PERISTIWA,"GELORA.CO - Seseorang nekat masuk ke Mabes Polri. Orang tak dikenal itu kemudian ditembak petugas.Orang tersebut tergeletak di salah satu kawasan Mabes Polri, Rabu (31/3/2021). Petugas tampak berada di lokasi.Area kini disterilisasi. Saat dikonfirmasi, Kapolri Jenderal Listyo Sigit Prabowo menyatakan akan memberikan keterangan.""Ya nanti saja,"" kata Sigit, dilansir detikcom.Dalam foto yang beredar, tampak orang tak dikenal itu terlihat tergeletak. (*)",https://www.gelora.co/2021/03/orang-tak-dikenal-serang-mabes-polri.html
Yasonna: Kami Sesalkan Tudingan Pemerintah Campur Tangan Pecah Belah Parpol,POLITIK,"GELORA.CO - Pemerintah memutuskan menolak mengesahkan kepengurusan Demokrat di bawah Moeldoko yang merupakan hasil KLB Deli Serdang. Usai menyampaikan keputusan ini, Menkumham Yasonna Laoly mengatakan sejak awal pemerintah berlaku objektif dalam menangani kisruh Demokrat. ""Seperti kami sampaikan sejak awal bahwa pemerintah bertindak objektif, transparan dalam memberi keputusan tentang persoalan parpol ini,"" kata Yasonna saat menggelar konferensi pers virtual dari kantor Kemenkumham, Rabu (31/3). Dalam kesempatan itu, Yasonna menyesalkan adanya pernyataan dari pihak tertentu yang menyebut pemerintah melakukan intervensi dalam kisruh Demokrat. ""Kami kembali menyesalkan statement dari pihak-pihak yang sebelumnya menuding pemerintah menyatakan campur tangan memecah belah parpol,"" kata Yasonna. Yasonna menjelaskan, alasan pemerintah menolak mengesahkan kepengurusan Moeldoko karena ada syarat yang belum terpenuhi. Yaitu, dukungan dari DPC dan DPD Demokrat. ""Masih terdapat beberapa kelengkapan yang belum dipenuhi antara lain perwakilan DPD, DPC, tidak disertai mandat ketua DPC dan DPC. Dengan demikian, pemerintah menyatakan permohonan pengesahan KLB Deli Serdang tanggal 5 Maret ditolak,"" kata Yasonna. (*)",https://www.gelora.co/2021/03/yasonna-kami-sesalkan-tudingan.html
"Pihak KLB Ditolak Menkum HAM, Demokrat Bali Anggap Moeldoko Permalukan Jokowi",POLITIK,"GELORA.CO - Dewan Pengurus Daerah (DPD) Demokrat Bali menyebut keberadaan Demokrat versi KLB yang dipimpin oleh Moeldoko telah mencoreng nama Presiden Joko Widodo. Apalagi setelah adanya penolakan pengakuan dari Menkum HAM.""Karena dia juga termasuk tangan kanan istana kan. Jadi memang juga banyak netizen yang berpandangan demikian,"" kata Ketua DPD Partai Demokrat Bali, I Made Mudarta saat dihubungi, Rabu (31/3/2021).Mudarta menuturkan, Moeldoko harusnya melakukan pertimbangan yang matang sebelum menerima tawaran jadi ketua umum partai berdasarkan KLB abal-abal. Sebab, jika tak melalui pertimbangan yang matang, tawaran itu hanya akan menjerumuskan seperti yang Moeldoko alami hari ini.Meski begitu, Mudarta mengaku tetap mendorong agar KSP Moeldoko tetap berada dalam pusaran istana dan bekerja secara profesional untuk menebus kesalahan yang sudah ia lakukan. Selain itu, tenaga Moeldoko, lanjut Mudarta, tentu masih sangat dibutuhkan oleh Presiden Joko Widodo.""Kami harap dia berkonsentrasi membantu presiden Jokowi, dimana negara ini kita sedang menghadapi krisis, yakni kirisis pandemi dan kesehatan, dan krisis ekonomi. Kita tahu pak Moeldoko sangat profesional di KSP, kami mendukung pak Moeldoko bekerja pada tempatnya di KSP,"" tuturnya.Diluar itu semua, Mudarta menyampaikan keputusan yang diambil oleh Kemenkumham untuk menolak kepengurusan Demokrat versi KLB adalah langkah yang tepat. Sebab, semua kepengurusan yang diusulkan Itu adalah abal-abal dan seusai aturan partai.""Sudah sangat tepat dan sesuai dengan prediksi kami dari awal, bahwasanya KLB yang digelar di Medan tak memenuhi AD ART, termasuk juga tak sesuai dengan UU Partai Politik. Dan juga tak terpenuhinya persyaratan untuk pendaftaran. Jadi ditolak,"" jelasnya. (*)",https://www.gelora.co/2021/03/pihak-klb-ditolak-menkum-ham-demokrat.html
Kulit Pria Ini Terkelupas dan Muncul Ruam Merah Setelah Disuntik Vaksin Covid-19,KESEHATAN,"GELORA.CO - Seorang pria berusia 74 tahun dirawat di rumah sakit setelah menerima suntikan vaksin covid-19, karena mengalami ruam di seluruh tubuh yang sangat langka.Pria yang bernama Richard Terrell menerima vaksin satu dosis Johnson & Johnson pada 6 Maret dan mulai menderita gejala setelah empat hari kemudian.OAP dari Ashland, Virginia mengatakan kepada WRIC bahwa dia pertama kali merasakan 'ketidaknyamanan' di ketiaknya tetapi ruam gatal dengan cepat menyebar, membuat kulitnya menjadi merah cerah dan menyebabkan pembengkakan.“Semuanya terjadi begitu cepat. Kulitku terkelupas. Itu masih lepas di tangan saya sekarang,"" kata pria itu, dikutip dari Daily Star.""Saya mulai merasakan sedikit ketidaknyamanan di ketiak saya dan beberapa hari kemudian saya mulai mengalami ruam gatal, dan setelah itu, saya mulai membengkak dan kulit saya menjadi merah,"" katanya lagi.Terrell mengunjungi dokter kulit untuk konsultasi ketika reaksinya semakin memburuk dan dia dikirim ke UGD pada 19 Maret.Dia mengatakan bahwa perih dan gatal lebih buruk di lengan dan kakinya.Pria itu menghabiskan lima hari di VDU Medical Center sebelum dikirim pulang untuk beristirahat dan memulihkan diri.Terrell mengklaim dirinya masih sangat lemah tetapi tetap bersyukur telah menerima vaksin tersebut.Dokter yang merawat Terrell telah memastikan bahwa ruam tersebut disebabkan oleh reaksi obat.Spesialis dermatologi, untuk Kesehatan Universitas Virginia Commonwealth, Dr Fnu Nutan mengatakan mereka mengesampingkan infeksi virus apa pun, termasuk Covid-19 sebagai penyebab potensial.""Kami memastikan bahwa ginjal dan hatinya baik-baik saja, dan akhirnya kami sampai pada kesimpulan bahwa penyebabnya adalah vaksin yang dia terima,"" Dr Nutan menambahkan.Dr Nutan memperingatkan bahwa hal itu bisa mengancam jiwa jika tidak ditangani, tetapi menegaskan bahwa reaksi seperti ini jarang terjadi.Dokter telah mendesak orang-orang untuk tidak menggunakan tanggapan langka tersebut sebagai alasan untuk tidak mendapatkan vaksin karena dia telah melihat gejala yang lebih buruk dari Covid-19.Badan Pengawas Obat dan Makanan (FDA) mengatakan bahwa vaksin Johnson & Johnson 85 persen efektif mencegah penyakit parah dan 66 persen melindungi secara keseluruhan terhadap kasus-kasus sedang.Menurut laporan dari lembaga yang dirilis pada akhir Februari, vaksin tersebut memiliki efek samping yang lebih ringan daripada vaksin Pfizer dan Moderna. (*)",https://www.gelora.co/2021/03/kulit-pria-ini-terkelupas-dan-muncul.html
AHY: KLB Sibolangit Contoh Nyata Post Truth Politica,POLITIK,"GELORA.CO - Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) mengatakan bahwa KLB Partai Demokrat di Sibolangit merupakan contoh nyata dari post truth politica.Istilah dimaksud AHY adalah sebuah fenomena yang diciptakan untuk membentuk fakta-fakta baru yang tidak sesuai dengan fakta sebenanya, dalam hal ini adalah KLB yang dilakukan Moeldoko dan koleganya.Menurut AHY, KLB Sibolangit berupaya membentuk opini untuk meyakinkan publik bahwa mereka merupakan kelompok yang benar dalam hal pengambilalihan atau kudeta Partai Demokrat.""Di mana kebohongan yang diulang-ulang bisa dipercaya oleh sebagian masyarakat menjadi kebenaran yang baru. Misalnya ada upaya-upaya untuk merekayasa opini publik terkait legalitas partai, juga upaya memanipulasi sejarah pendirian Partai Demokrat,"" kata AHY di kantor DPP Partai Demokrat, Jalan Proklamasi, Jakarta Pusat, Rabu (31/3).AHY mengatakan, ancaman post truth saat ini sangat nyata dan mengancam demokrasi di Indonesia. Hal itu didorong dengan berkembangnya teknogi informasi di masyarakat.Atas dasar hal tersebut, AHY mengajak semua pihak khususnya internal partai agar tetap selalu memperjuangkan kehidupan demokrasi yang sehat dan beradab.""Di negeri ini para pemimpin pengurus kader dan simpatisan Partai Demokrat di manapun berada, saya mengajak seluruh kader Demokrat untuk melanjutkan perjuangan kita. Jadikan peristiwa ini sebagai hikmah dan pelajaran berharga untuk meningkatkan soliditas dan menjadi momentum bagi kita untuk bisa bangkit kembali hindari fitnah dan hoax,"" tandasnya. (RMOL)",https://www.gelora.co/2021/03/ahy-klb-sibolangit-contoh-nyata-post.html
